Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
VEH ,3961,16-Aug-05,150.9198727,-33.91723629,COPELAND ST,CAMPBELL ST,LIVERPOOL,Sydney
PED ,3962,06-Feb-05,151.0091051,-34.0181417,BANGOR BYPASS N/S LINK,BARRY RD,MENAI,Sydney
VEH ,3963,10-Nov-05,151.2129629,-33.84738896,FITZROY ST,BROUGHTON ST,MILSONS POINT,Sydney
VEH ,3964,01-May-09,150.8030081,-33.66769382,RICHMOND RD,ST MARYS RD,BERKSHIRE PARK,Sydney
VEH ,3965,13-Oct-05,151.2139922,-33.86608129,CAHILL EXPRESSWAY,DOMAIN TUNNEL PORTAL E,SYDNEY,Sydney
PED,3966,27-Jun-18,151.487332,-33.108652,DORA ST,STATION ST,MORISSET,Hunter
VEH ,3968,08-Jun-05,152.5165701,-32.18277332,MACINTOSH ST,LAKE ST,FOSTER,Hunter
VEH ,3969,05-Apr-06,151.2719671,-33.86630074,NEW SOUTH HEAD RD,TIVOLI AVE,ROSE BAY,Sydney
VEH ,3970,29-Mar-06,151.2159466,-33.87983777,PALMER ST,OXFORD ST,DARLINGHURST,Sydney
VEH ,3971,18-Nov-05,151.195346,-33.7793195,BABBAGE RD,ADDISON AV,ROSEVILLE CHASE,Sydney
VEH ,3972,30-Jan-06,148.6287281,-32.2390489,COBBORA RD,YARRANDALE RD,DUBBO,Western
VEH ,3973,21-Oct-06,153.5189445,-28.18800675,GRAY ST,KENNEDY ST,TWEED HEADS WEST,Northern
VEH ,3974,13-Apr-06,150.7727231,-34.05359662,NARELLAN RD,MOUNT ANNAN DR,CURRANS HILL,Sydney
PED ,3975,18-Apr-05,150.9223269,-33.68034528,MILE END RD,CLOWER AV (N-),ROUSE HILL,Sydney
VEH ,3976,06-Sep-05,148.6021572,-32.24279275,ERSKINE ST,MACQUARIE ST,DUBBO,Western
VEH ,3978,24-Feb-06,150.7617014,-34.04798937,NARELLAN RD,WATERWORTH DRIVE,CURRANS HILL,Sydney
VEH ,3979,19-Dec-05,147.3774149,-35.12498894,COPLAND ST,LAKE ALBERT ST,WAGGA WAGGA,South Western
VEH ,3980,07-Mar-05,150.9746953,-33.71376688,WRIGHTS RD,GREEN RD,KELLYVILLE,Sydney
VEH ,3981,09-Jun-05,150.9642872,-33.75670538,SEVEN HILLS RD,ASTORIA PARK RD,BAULKHAM HILLS,Sydney
VEH ,3982,10-Apr-06,150.8900146,-33.96104333,GLENFIELD RD,OLD GLENFIELD RD,GLENFIELD,Sydney
VEH ,3983,08-Nov-05,151.1298198,-33.86787471,GREAT NORTH RD,FRED KELLY PL,FIVEDOCK,Sydney
PED ,3984,05-May-05,151.3842923,-33.43853897,KARALTA RD,THE ENTRANCE RD (E-),ERINA,Hunter
VEH ,3985,09-Dec-06,150.9108523,-33.6749066,WINDSOR RD,ANNANGROVE RD,ROUSE HILL,Sydney
VEH ,3986,19-Dec-06,150.9007441,-33.66760666,WINDSOR RD,NELSON RD,BOX HILL,Sydney
VEH ,3987,28-Jul-06,151.2408057,-33.78858753,WAKEHURST PKWAY,CASTLE CCT,SEAFORTH,Sydney
VEH ,3988,16-Jun-06,150.8418985,-33.99829193,CAMPBELLTOWN RD,SH2 NORTHBOUND OFF RAMP,DENHAM COURT,Sydney
VEH ,3989,17-May-08,150.3187499,-33.70617648,GREAT WESTERN HWY,WOODLANDS RD,KATOOMBA,Sydney
VEH ,3990,13-Dec-10,149.843026,-29.47124536,NEWELL HWY,GWYDIR HWY,MOREE,Western
VEH ,3991,20-Jul-05,151.4769813,-33.36505257,THE ENTRANCE RD,TUGGERAH PDE,LONG JETTY,Hunter
PED ,3992,21-Jul-05,151.3288705,-33.49646538,BLACKWALL RD,BURGE RD (S-),WOY WOY,Hunter
VEH ,3994,28-Sep-06,151.146284,-33.63543818,PACIFIC HIGHWAY,F3 OFF RAMP,BEROWRA,Sydney
VEH ,3995,14-Nov-06,150.9847274,-33.81962292,GREAT WESTERN HWY,WHITWORTH ST,MAYS HILL,Sydney
PED ,3996,09-Nov-05,151.1261586,-33.97600943,PRINCES HWY,NORTH OF STUBBS ST,BEVERLY PARK,Sydney
VEH ,3997,25-Aug-05,150.8887598,-34.49811538,KING ST,SHELLHARBOUR RD,KEMBLAWARRA,Southern
VEH ,3998,16-Nov-05,151.2147291,-33.8665817,CAHILL EXP,CROSS CITY TUNNEL,SYDNEY,Sydney
VEH ,4001,16-Jul-10,150.4314234,-33.71860636,GREAT WESTERN HWY (SH5),SAN JOSE AV,LAWSON,Sydney
VEH ,4002,10-Aug-05,151.4712332,-33.37878958,EASTERN RD,BAY VILLAGE RD,BATEAU BAY,Hunter
PED ,4003,02-Dec-05,151.1267733,-33.86432342,LYONS RD WEST,UDALL ST (W-),FIVE DOCK,Sydney
VEH ,4006,28-Jun-05,146.9448385,-36.03333316,KAITLERS RD,KEMP RD,LAVINGTON,South Western
VEH ,4010,19-Dec-13,151.061198,-33.787233,MARSDEN RD,MOBBS LA,PARRAMATTA          ,Sydney
VEH ,4012,01-Dec-05,150.6010382,-34.87235512,NORTH ST,BRIDGE ST,BERRY,Southern
VEH ,4013,14-Jul-05,151.217096,-33.82944303,MILITARY RD,PARK AV (W-),NEUTRAL BAY,Sydney
PED ,4015,08-Jun-05,151.4923297,-33.34657945,OAKLANDS AV,LYNWOOD AV (S-),THE ENTRANCE,Hunter
VEH ,4016,19-Mar-08,150.9386206,-33.93796447,HEATHCOTE RD,SETON RD,MOOREBANK,Sydney
PED ,4017,18-Oct-07,151.4124908,-33.30644639,WYONG RD,WESTFIELD ENT (W-),TUGGERAH,Hunter
VEH ,4018,12-Dec-05,151.7044537,-32.86096569,MAITLAND RD,OLD MAITLAND RD,SANDGATE,Hunter
VEH ,4019,12-Dec-05,151.7049863,-32.86094393, MAITLAND RD,OLD MAITLAND RD (W-),SANDGATE,Hunter
VEH ,4020,20-Feb-06,150.8994802,-33.84881302,ELIZABETH ST,DFANIEL ST,WETHERILL PARK,Sydney
VEH ,4021,20-Apr-06,150.9563456,-33.87058729,SPENCER ST,SMART ST,FAIRFIELD,Sydney
VEH ,4022,12-Jul-06,150.9577661,-33.87005907,SPENCER ST,ALAN ST,FAIRFIELD,Sydney
PED ,4023,13-Apr-06,151.1365539,-33.89706778,OLD CANTERBURY RD,HAMPSTEAD RD,DULWICH HILL,Sydney
VEH ,4024,21-Jul-06,150.9550829,-33.71114146,WINDSOR RD,ACRES RD,KELLYVILLE,Sydney
VEH ,4025,18-Sep-05,153.2868168,-28.81535659,BALLINA RD,DIADEM ST,LISMORE,Northern
VEH ,4026,14-Nov-05,151.0281178,-34.01852441,MENAI RD,DANDARBONG AV,BANGOR,Sydney
PED ,4027,14-Nov-05,150.694119,-33.75156321,RILEY ST,HENRY ST (N),PENRITH,Sydney
VEH,4028,13-Feb-17,150.93445,-33.70552,Windsor Rd,Millcroft Way,Beaumont Hills,Sydney
VEH ,4030,28-Jul-06,150.8759847,-34.507571,PRIMBEE DEVIATION,WINDANG RD,PRIMBEE,Southern
VEH ,4031,25-Jan-06,153.5412993,-28.20259469,MACHINERY DR,AMBER RD,TWEED HEADS,Northern
VEH ,4033,23-Dec-08,151.0646438,-33.90259262,ROBERTS RD,ACCESS RD,GREENACRE,Sydney
VEH ,4034,23-Feb-07,146.9227333,-36.08571661,HUME ST,YOUNG ST,ALBURY,South Western
VEH ,4035,06-Mar-07,146.9277949,-36.07546677,BORELLA ST,ALBURY BYPASS,ALBURY,South Western
VEH ,4036,06-Mar-07,146.9283165,-36.07550964,BORELLA ST,ALBURY BYPASS SOUTHBOUND RAMP,ALBURY,South Western
VEH ,4037,06-Mar-07,146.923666,-36.09085986,BRIDGE ST,ALBURY BYPASS NORTHBOUND RAMP,ALBURY,South Western
VEH ,4038,06-Mar-07,146.9246511,-36.0909884,BRIDGE ST,ALBURY BYPASS SOUTHBOUND RAMP,ALBURY,South Western
VEH ,4039,19-Jun-09,151.2381484,-33.782681,WAKEHURST PKWY,BURNT ST,SEAFORTH,Sydney
PED,4040,30-Mar-16,151.20898,-33.8059,Eastern VallyWay,Tarakan Cr,Willoughby,Sydney
VEH ,4041,14-Mar-07,151.2146918,-33.82971207,FALCON ST,WARRINGAH FWY S/B OF,NORTH SYDNEY,Sydney
VEH ,4042,27-Jul-07,151.3694247,-33.35418662,PACIFIC HWY,DOG TRAP RD,OURIMBAH,Hunter
PED ,4043,21-Sep-06,151.2359763,-33.87877176,NEW SOUTH HEAD RD,OCEAN ST (W-),EDGECLIFF,Sydney
VEH ,4044,10-Dec-07,152.8996111,-31.44727042,LINK RD (MR600),LAKE RD,PORT MACQUARIE,Northern
VEH ,4045,12-Sep-06,150.7859776,-33.81254582,ERSKINE PARK RD,LENORE LANE,ERSKINE PARK,Sydney
VEH ,4046,12-Sep-06,150.7940293,-33.81471684,LENORE DR,TYRONE PL,ERSKINE PARK,Sydney
VEH ,4047,12-Sep-06,150.7969871,-33.81566508,LENORE LANE,TEMPLAR RD,ERSKINE PARK,Sydney
VEH ,4048,19-Mar-08,150.9126128,-33.70577145,THE PONDS BOULEVARD,RIVERBANK DR,SECOND PONDS CREEK,Sydney
VEH ,4049,14-Nov-20,146.083527,-34.301727,IRRIGATION WAY ,BURLEY GRIFFIN WAY ,YOOGALI             ,Western
VEH ,4050,15-Nov-06,151.455134,-33.26544212,PACIFIC HIGHWAY,LONDON DR,,Hunter
VEH ,4051,22-Oct-09,151.4227533,-33.2947116,PACIFIC HWY,JOHNSON RD,TUGGERAH,Hunter
VEH ,4052,28-Jul-06,151.1091749,-33.9162629, CANTERBURY RD,DUKE ST,CAMPSIE,Sydney
VEH ,4053,15-Dec-05,150.9180035,-33.73825468,#3877 EXTRA HOUSING,ADVANCE DETECTORS ONLY,,Sydney
VEH ,4054,14-Mar-07,150.7262289,-33.74404548,DUNHEVED RD,GREENBANK DRIVE WEST,WERRINGTON DOWNS,Sydney
VEH ,4055,16-May-06,151.0913378,-34.03874137,PRESIDENT AVE,SYLVANIA RD,MIRANDA,Sydney
VEH ,4056,07-Nov-06,150.7876904,-33.99364895,CAMDEN VALLEY WAY,RABY RD,CATHERINE FIELD,Sydney
VEH ,4057,17-Aug-06,150.8777383,-33.73086076,QUAKERS HILL PARKWAY,QUAKERS RD,QUAKERS HILL,Sydney
PED ,4058,29-Apr-08,151.4397434,-33.41983003,CENTRAL COAST HWY,READS RD,WAMBERAL,Hunter
VEH ,4059,08-Nov-06,150.7918176,-34.55644782,PRINCES HWY,AIRPORT RD,ALBION PARK RAIL,Southern
VEH ,4060,13-Jul-07,151.0824263,-33.77252374,PEMBROKE ST,LANGSTON PL,EPPING,Sydney
VEH ,4061,26-Oct-07,150.7337358,-34.03675651,THE NORTHERN RD,NARELLAN RD,NARELLAN,Sydney
VEH ,4062,16-Jul-07,150.7449299,-34.03730246,CAMDEN VALLEY WAY,FAIRWATER DR,HARRINGTON PARK,Sydney
VEH ,4063,17-Dec-07,151.6963852,-32.81646596,PACIFIC HWY (HW10),TOMAGO RD,TOMAGO,Hunter
VEH ,4064,05-Jun-07,151.7105081,-32.80920849,PACIFIC HWY,OLD PUNT RD,TOMAGO,Hunter
VEH ,4065,24-Feb-06,150.8178332,-34.57053732,INDUSTRIAL RD,MOORE ST PIONEER ST,OAK FLATS,Southern
VEH ,4068,07-Jul-06,149.5911035,-33.41825338,GREAT WESTERN HWY,HAVANNAH ST,BATHURST,Western
VEH ,4069,26-Nov-07,151.6994854,-32.92300409,LOOKOUT RD,NORTHERN ACCESS RD TO HOSPITAL,NEW LAMBTON,Hunter
VEH ,4070,07-Jan-09,151.1952772,-33.91061626,Bourke Rd,Huntley St,ALEXANDRIA,Sydney
PED ,4073,30-Jun-06,152.5099348,-32.1794586,HEAD ST (MR111),BEACH ST (W-),FORSTER,Hunter
VEH ,4074,08-Feb-07,151.0349159,-33.91953847,RESTWELL ST,RAYMOND ST,BANKSTOWN,Sydney
VEH ,4075,17-Dec-11,150.428261,-33.72028331,GREAT WESTERN HWY,STAPLES CRES,LAWSON,Sydney
PED ,4077,06-Dec-07,151.6633086,-32.88963502,MINMI RD,MARYLAND DR (E-),MARYLAND,Hunter
VEH ,4078,31-Aug-06,151.7512163,-32.9381604,GLEBE RD,NATIONAL PARK ST,MEREWETHER,Hunter
VEH ,4079,24-Sep-08,150.9100704,-34.35446155,NORTHERN DIST. (MR626),YORK RD LINK,WOONONA,Southern
VEH ,4080,13-Aug-10,151.6842996,-32.82796577,MAITLAND RD,OLD MAITLAND RD WEST,HEXHAM,Hunter
VEH ,4081,06-Jul-06,150.7780146,-34.49102951,BONG BONG RD,HOMESTEAD DRIVE,HORSLEY,Southern
VEH ,4082,25-Aug-06,150.1755061,-35.72031018,PRINCES HIGHWAY,CRANBROOK RD,BATEMANS BAY,Southern
VEH ,4083,19-Feb-07,150.9391378,-33.72006136,BURNS RD,NORTH WEST TWAY,KELLYVILLE,Sydney
VEH ,4084,21-Aug-09,150.451595,-33.72103677,GREAT WESTERN HWY,OAKLANDS RD,HAZELBROOK,Sydney
VEH ,4085,02-Aug-07,150.924997,-33.69364048,WINDSOR RD,WHITE HART DVE,ROUSE HILL,Sydney
VEH ,4086,16-May-07,150.9275686,-33.69681238,WINDSOR RD,SANCTUARY DR,ROUSE HILL,Sydney
VEH ,4087,15-Aug-08,150.8701812,-33.96919712,CAMPBELLTOWN RD,INGLEBURN GARDENS DRIVE,INGLEBURN GARDENS,Sydney
VEH ,4088,17-Aug-06,150.9320794,-33.68365131,COMMERCIAL RD,WITHERS RD,ROUSE HILL,Sydney
VEH ,4089,04-Sep-06,150.7373901,-33.74561772,DUNHEVED RD,GREENBANK DR EAST,WERRRINGTON DOWNS,Sydney
VEH ,4091,22-Jul-10,150.7882542,-33.7249206,PALMYRA AV,ACCESS RD TO ROPES CREEK,WILLMOT,Sydney
VEH ,4092,16-May-07,151.1851093,-33.79511234,ARCHER ST,FERGUSON LANE,CHATSWOOD,Sydney
VEH ,4093,25-Oct-07,150.9358627,-33.72089413,SUNNYHOLT RD,NORTH WEST T-WAY,GLENWOOD,Sydney
VEH ,4094,06-Sep-06,151.6074932,-32.7730692,NEW ENGLAND HWY,SOUTH SEAS DR,ASHTON FIELD,Hunter
VEH ,4095,30-Nov-07,151.4369439,-33.26874271,PACIFIC HWY (SH10),AMY CL,WYONG,Hunter
VEH ,4096,27-Jul-07,151.2055419,-33.90273806,ELIZABETH ST,ALLEN ST,WATERLOO,Sydney
VEH ,4098,18-Oct-07,151.3198296,-33.48901761,OCEAN BEACH RD,RAILWAY ST,WOY WOY,Hunter
VEH ,4099,05-Apr-07,150.8371998,-33.74414949,JERSEY RD,ENT PLUMPTON MARKETPLACE,PLUMPTON,Sydney
VEH ,4100,26-Jul-06,151.2489071,-33.79346123,FRENCHES FOREST RD,BARINGA AV,SEAFORTH,Sydney
VEH ,4101,27-Jul-07,150.8514718,-33.81700113,WALLGROVE RD,ROUSSELL RD,EASTERN CREEK,Sydney
VEH ,4102,23-Nov-06,151.4818811,-33.36140853,THE ENTRANCE RD,SWADLING ST,LONG JETTY,Hunter
VEH ,4103,24-Sep-07,150.9276146,-33.69115756,WHITE HART DVE,CAR PARK ACCESS,ROUSE HILL,Sydney
VEH ,4104,24-Sep-07,150.9283616,-33.68987931,WHITE HART DVE,CADDIES BLVD,ROUSE HILL,Sydney
VEH ,4105,24-Sep-07,150.9268031,-33.69208215,WHITE HART DVE,CIVIC WAY,ROUSE HILL,Sydney
VEH ,4106,24-Sep-07,150.9247222,-33.68885414,ROUSE HILL DR,CIVIC WAY,ROUSE HILL,Sydney
VEH ,4107,24-Sep-07,150.9276476,-33.68889645,CADDIES BLVD,MAIN ST,ROUSE HILL,Sydney
VEH ,4108,24-Sep-07,150.9262232,-33.68786769,ROUSE HILL DR,CADDIES BLVD,ROUSE HILL,Sydney
PED ,4109,04-Apr-07,151.2042695,-33.86593147,KENT ST,ERSKINE ST (N-),SYDNEY,Sydney
VEH ,4110,20-Dec-06,150.9191332,-33.71774357,STANHOPE PARKWAY,STANHOPE VILLAGE SHOPPING CENTRE CARPARK,ACACIA GARDENS,Sydney
VEH ,4111,12-Apr-07,150.9210427,-33.71770952,STANHOPE PARKWAY,NORTHWOOD ST,STANHOPE GARDENS,Sydney
VEH ,4112,22-Aug-06,151.3204569,-33.50051462,OCEAN BEACH RD,MCMASTERS RD,WOY WOY,Hunter
VEH ,4113,30-May-10,153.5591718,-28.86006986,PACIFIC HWY,FOX ST,BALLINA,Northern
VEH ,4114,23-Aug-09,153.5608477,-28.85686732,PACIFIC HWY,BANGALOW RD,BALLINA,Northern
VEH ,4115,18-Feb-10,150.9107044,-33.71565294,STANHOPE PKY,,SECOND PONDS CREEK,Sydney
VEH ,4117,08-Dec-08,151.6593826,-33.03597184,MACQUARIE ST,SINGLETON ST,BELMONT,Hunter
PED ,4120,09-Jan-08,151.2095014,-33.85420334,HICKSON RD,,DAWES POINT,Sydney
VEH ,4122,30-Sep-08,151.5099952,-33.21537246,PACIFIC HWY,ACCESS RD,SAN REMO,Hunter
VEH ,4123,26-Mar-07,150.9639976,-33.77816323,OLD WINDSOR RD,VIEWBROOK CLOSE,SEVEN HILLS,Sydney
VEH ,4124,07-Mar-08,150.8514176,-33.8148718,WALLGROVE RD,WASTE MANAGEMENT,HOXTON PARK,Sydney
PED ,4126,27-Apr-08,147.4669921,-35.14858442,STURT HWY (H14),FIFE ST (E-),FOREST HILL,South Western
VEH ,4127,12-Mar-08,151.034251,-33.91830034,SOUTH TERRACE,OVERBRIDGE,BANKSTOWN,Sydney
VEH ,4128,09-Jan-08,151.2978026,-33.71857003,PITTWATER RD,ROBERTSON ST,NARRABEEN,Sydney
VEH ,4130,09-Oct-08,151.4673771,-33.25011194,WARNERVALE RD,MINNESOTA RD,HAMLYN TERRACE,Hunter
VEH ,4131,29-Nov-07,150.9191229,-33.79116006,PROSPECT HWY,LANCELOT ST,BLACKTOWN,Sydney
VEH ,4132,05-Mar-07,150.4369322,-34.44755681,OLD HUME HWY,ROSCOE,MITTAGONG,Southern
VEH ,4133,05-Mar-07,150.4344543,-34.45383831,BOWRAL RD,OLD BOWRAL RD,MITTAGONG,Southern
VEH ,4134,08-Jul-08,151.1080136,-33.92408061,BEXLEY RD,JARRETT ST ENORTHCOTE ST,EARLWOOD,Sydney
VEH ,4135,12-Jun-08,151.7506592,-32.75973521,ADELAIDE ST,WILLIAM BAILEY ST,RAYMOND TERRACE,Hunter
VEH ,4136,09-Jul-07,151.103462,-33.90943473,BEAMISH ST,CLISSOLD PDE,CAMPSIE,Sydney
VEH ,4137,30-May-07,151.2043791,-33.90068979,MCEVOY ST,PITT ST,WATERLOO,Sydney
VEH ,4138,27-Jul-07,153.5403091,-28.2140452,LEISURE DR,WINDERS PLACE,BANORA POINT,Northern
PED ,4139,24-Jul-07,153.39578,-28.32756181,WOLLUMBIN ST,BRISBANE ST,MURWILLUMBAH,Northern
VEH ,4140,30-Jun-11,151.6692675,-32.97872044,DUNKLEY PD,TENNANT RD,MOUNT HUTTON,Hunter
PED ,4142,28-May-07,151.6713311,-32.94928759,MYALL RD,LOIS CR (W-),CARDIFF,Hunter
PED ,4143,22-Jan-07,151.6442416,-32.97439368,THE ESPLANADE,KING ST (N-),WARNERS BAY,Hunter
VEH ,4144,18-Sep-07,151.5846585,-32.74478942,MELBOURNE ST,LAWES ST,EAST MAITLAND,Hunter
VEH ,4145,23-Feb-09,151.1912924,-33.88876828,CITY RD,BARFF RD,DARLINGTON,Sydney
PED ,4149,22-Jan-07,151.6478817,-32.97438222,KING ST,CHARLES ST (N-),WARNERS BAY,Hunter
PED ,4150,29-Mar-07,151.5581911,-33.26878592,MAIN RD,BRISBANE ST (W-),NORAVILLE,Hunter
PED ,4151,29-Mar-07,151.5437271,-33.26420267,MAIN RD,HOLMES AV (E-),TOUKLEY,Hunter
PED ,4152,06-Jun-07,151.3268327,-33.49121981,BLACKWALL RD,PARK RD (S-),WOY WOY,Hunter
PED ,4153,11-Jul-07,150.2847516,-33.63405907,GREAT WESTERN HWY,GARDINER CRES (-S),BLACKHEATH,Sydney
VEH ,4155,02-Aug-07,151.646451,-32.97521703,KING ST,JOHN ST,WARNERS BAY,Hunter
VEH ,4156,11-Sep-07,151.63664,-32.93286297,LAKE RD,MCLAUGHLIN ST,ARGENTON,Hunter
VEH ,4157,04-Feb-09,151.4808985,-32.81312023,MITCHELL AV (MR588),DEAKIN ST,KURRI KURRI,Hunter
VEH ,4158,05-Nov-07,151.7261192,-32.91304203,TURTON RD (MR326),CRESCENT RD,WARATAH,Hunter
VEH ,4159,19-Aug-09,150.8992405,-32.27966956,NEW ENGLAND HWY (HW9),RUTHERFORD RD,MUSWELLBROOK,Hunter
VEH ,4161,10-Dec-09,151.3705363,-33.36175113,PACIFIC HWY,GLEN RD,OURIMBAH,Hunter
VEH ,4162,22-Jan-10,151.3695259,-33.34901139,PACFIC HWY (HW10),OURIMBAH CREEK RD,OURIMBAH,Hunter
VEH ,4163,10-Dec-09,151.3696752,-33.35978181,PACIFIC HWY,STATION ST,OURIMBAH,Hunter
VEH ,4164,20-Apr-07,152.8964975,-31.43619867,OXLEY HWY,FINDLAY AVE,PORT MACQUARIE,Northern
VEH ,4165,18-Nov-07,150.1400648,-33.48713016,METHVEN ST,MARTINI PDE,LITHGOW,Western
VEH ,4166,23-Dec-08,150.8719554,-33.73917947,QUAKERS HILL PKY,TALLAGANDRA DR,QUAKERS HILL,Sydney
VEH ,4167,14-Aug-07,150.9258099,-33.78402622,SEVEN HILLS RD,LEABONS LANE,SEVEN HILLS,Sydney
VEH ,4168,24-Oct-08,151.2455474,-33.96511736,AUSTRAL ST,ANZAC PDE,CHIFLEY,Sydney
VEH ,4170,24-Oct-07,150.8851516,-34.41643309,GIPPS RD,FOLEY ST,GWYNNEVILLE,Southern
VEH ,4172,24-Jul-08,150.7815506,-33.81461298,ERSKINE PARK RD,PROPOSED ENTRANCE RD,ERSKINE PARK,Sydney
VEH ,4173,27-Sep-13,150.8159258,-33.77204191,CARLISLE AV,DURHAM ST,MOUNT DRUITT,Sydney
VEH ,4174,29-Oct-08,151.8443813,-32.81149124,NELSON BAY RD,WILLIAMTOWN DR,WILLIAMTOWN,Hunter
VEH ,4176,26-Jun-09,149.5729645,-33.41515158,STEWART ST (H5),KEPPEL ST,BATHURST,Western
PED ,4177,17-Jul-07,151.1366014,-33.98265779,ROCKY POINT RD,TARGO RD (-N),RAMSGATE,Sydney
VEH ,4178,10-Jan-08,152.9002079,-31.43486656,OXLEY HWY (HW11),HASTINGS RIVER DR,PORT MACQUARIE,Northern
PED ,4179,28-May-09,151.240824,-33.91299292,ALISON RD,THE AVENUE (E-),RANDWICK,Sydney
VEH ,4180,29-Nov-07,151.6563837,-32.96544985,HILLSBOROUGH RD,NORTHERN ACCESS RD,WARNERS BAY,Hunter
VEH ,4181,10-Jul-08,150.7653802,-34.57154686,ILLAWARRA HWY,CALDERWOOD RD,ALBION PARK,Southern
PED ,4182,01-May-08,151.3036966,-33.67652211,PITTWATER RD,BUNGAN ST,MONA VALE,Sydney
VEH ,4183,31-Jul-07,151.3230769,-33.48641097,RAILWAY ST (MR349),GEORGE ST,WOY WOY,Hunter
VEH ,4184,24-Jul-08,148.590835,-32.25131491,WHYLANDRA ST,EAST ST,DUBBO,Western
VEH ,4185,08-May-08,151.3496109,-33.41306914,HENRY PARRY DR,GLENNIE ST,NORTH GOSFORD,Hunter
PED ,4186,21-Dec-07,151.504073,-33.24339121,GOOBARABAH AV,,LAKE HAVEN,Hunter
VEH ,4188,03-Jun-08,153.521367,-28.17867124,PACIFIC HWY OFF RAMP SB,GOLD COAST HWY,TWEED HEADS,Northern
VEH ,4189,03-Jun-08,153.5206052,-28.18045152,PACIFIC HWY OFF RAMP NB,GOLD COAST HWY,TWEED HEADS,Northern
VEH ,4190,22-Feb-08,150.8430455,-34.48141786,NORTHCLIFEE DR (MR613),SUSSEX ST,BERKELEY,Southern
VEH ,4191,15-May-09,151.0112277,-33.71002429,OLD NORTHERN RD,BLUEGUM DR,GLENHAVEN,Sydney
VEH ,4192,15-May-09,151.0052081,-33.7344701,TERMINUS ST,ACCESS RD,CASTLE HILL,Sydney
VEH ,4193,23-Oct-07,150.9913048,-33.83678907,MERRYLAND RD,PITT ST,MERRYLANDS,Sydney
VEH ,4194,18-Aug-09,151.1391996,-33.79461885,DELHI RD,GLOBAL TV ACCESS,NORTH RYDE,Sydney
VEH ,4195,09-Feb-09,152.9148796,-31.43297463,GORDON ST,GRANT ST,PORT MACQUARIE,Northern
VEH ,4196,28-Sep-07,150.7852796,-34.54915705,PRINCES HWY,ILLAWARRA HWY,ALBION PARK RAIL,Southern
VEH ,4197,20-Jan-09,151.7216307,-32.89787276,EDITH ST,LORNA ST,WARATAH,Hunter
VEH ,4198,14-Nov-08,151.072174,-33.84652233,AUSTRALIA AV,HERB ELLIOTT AV,HOMEBUSH BAY,Sydney
PED ,4199,28-Dec-07,151.462992,-33.36611882,WYONG RD (MR335),SHORTLAND AV (W-),KILLARNEY VALE,Hunter
VEH ,4200,23-Sep-08,153.0900913,-30.35362964,TOORMINA RD,BANGALEE CR,SHOP ACCESS,Northern
VEH ,4203,20-Dec-08,152.837701,-31.08007003,BELGRAVE ST,SYDNEY ST,KEMPSEY,Northern
VEH ,4205,06-Jul-11,153.1005324,-30.30836866,PACIFIC HWY,HURLEY DR,COFFS HARBOUR,Northern
VEH ,4206,13-May-08,150.8434806,-34.44403449,CORDEAUX RD,CENTRAL RD,FIGTREE,Southern
VEH ,4207,19-Nov-08,151.1690143,-33.86454954,DARLING ST,WATERLOO ST,ROZELLE,Sydney
VEH ,4208,17-Aug-08,150.9530459,-33.87351805,HAMILTON RD,BARBARA ST,FAIRFIELD,Sydney
PED ,4209,24-Jan-08,151.3399084,-33.43165855,DANE DR (MR30),VAUGHAN AV (E-),GOSFORD,Hunter
VEH ,4210,29-May-08,151.1489634,-32.54193228,NEW ENGLAND HWY,LONGWORTH AV,MCDOUGALLS HILL,Hunter
VEH ,4211,06-Jan-09,151.7034867,-32.91702285,CROUDACE ST,MITCHELL AV,LAMBTON,Hunter
VEH ,4213,21-Dec-10,151.4453353,-33.24190526,SPARKS RD,ALBERT WARNER DR,WARNERVALE,Hunter
VEH ,4214,21-Dec-10,151.4450264,-33.24354666,LINK RD,ALBERT WARNER DR,WARNERVALE,Hunter
VEH ,4215,12-Jun-08,151.5316074,-32.75797237,CESSNOCK RD,VINTAGE DR,GILLIESTON HEIGHTS,Hunter
VEH ,4216,12-Jun-09,150.9513733,-33.74665944,NORBRIK DR,LOOP RD,BELLA VISTA,Sydney
VEH ,4217,12-Jun-09,150.9520598,-33.7453639,ELIZABETH MACARTHUR DR,NORBRIK DR,BELLA VISTA,Sydney
VEH ,4219,14-Oct-11,150.760976,-34.02026307,CAMDEN VALLEY WAY,COBBITTY RD,CATHERINE FIELD,Sydney
VEH ,4221,10-Sep-09,151.1600758,-33.87724669,BALMAIN RD,ALFRED ST,LEICHHARDT,Sydney
VEH ,4222,06-Nov-08,150.8731191,-33.92970374,JOADJA RD,ACCESS RD,HOXTON PARK,Sydney
VEH ,4223,20-Aug-08,150.4429499,-34.4494445,OLD HUME HWY,BESSEMER ST,MITTAGONG,Southern
VEH ,4224,09-Apr-09,151.2398337,-33.94378981,ANZAC PDE,HAIG ST,MAROUUBRA,Sydney
VEH ,4225,25-Aug-08,151.7607913,-32.93875797,GLEBE RD,KENRICK ST,THE JUNCTION,Hunter
PED ,4226,07-Apr-09,151.2500124,-33.79712307,FRENCHES FOREST RD,SYDNEY RD,SEAFORTH,Sydney
